Lookup Artists::Season,Lookup Artists::Staff Team Full Name,Lookup Photographers::Season,Lookup Photographers::Staff Team Full Name,Citations::Citation Volume,Citations::Citation Pages,Citations::Comment,Citations::Full Conversion Text,Citations::Partial Conversion Text Author,Lookup Videographers::Season,Lookup Videographers::Staff Team Full Name,Category ID,Category Text,Contiguous Relationship,Contingious 1,Contingious 2,Count,Count of Features,COUNT OF Sheet Type = Feature & Season = 2014,cSheetGif,Description,Dictated By ID,Dictated Text,Drawing Artist Text,Drawing Reference Text,Drawings Artist ID,Drawings Reference Number,Entered By ID,Entered Date,Entered Text,Entrance,Feature ID,Feature ID Tot.,Feature Sheet Count,Feature Text,FilePath,gArtist,Gate,gPhotographer,gPRStaff,gVideographer,Insula,Last Modified By ID,Last Modified Date,Last Usage ID,Last Usage ID Count,Last Usage Text,Minority Report,Modified Text,Negative Feature,Photo BW Roll Frame,Photo Color Roll Frame,Photo Comments,Photo Digital Image Number,Photographer ID,Photographer Roll Frame,Photographer Text,Recorded By ID,Recorded Date,Recorded Text,Region,Room Number,Room Type ID,Room Type Text,Season,Season Count,Sheet ID,Sheet Type,Structure ID,Structure Text,Totals of Room Type,Video Analog Tape Number,Video Analog Time,Video Comments,Video Digital File Number,Videographer ID,Lookup Principle Researchers::Principle Reasearcher Full Name,Lookup Principle Researchers::Season,Lookup Recorded By::Staff Team Full Name,Lookup Recorded By::Season
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,to the cooking platform 2928 to N and latrine 2943 to SW to the east.  Basin 2929 to N,,,4152,4152,,2942.gif,When facing the cooking platform on the South wall there is evidence of a quarter circle basin on the R back corner of the platform.  It shows evidence of a cutout drain to provide water to the contiguous latrine.  It is connected to the shelf on the back of the cooking platform.,33,,,,390,"2927,2928,2929,2941,2942,2943",397,06/28/2011,,6,21,2606,2606,,,Yes,,Yes,0,Yes,4,,06/29/2011,16,4102,,,,,23,23,,23,396,,,397,06/23/2011,,2,29,40,,2011,4148,2942,Feature,318,,58,11-43,,,,,Betty Jo Mayeske,2011,Mark Zimmerman,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,"to the cooking platform 2928 and water feature, basin, 2942 to the East",,,4152,4152,,2943.gif,A five foot wall partially separates the cooking platform from the latrine.  The entrance is SE of the corridor on the NW.  The SW wall shows four narrow windows to the street.  The latrine receives water from the cooking platform side to the E.  The latrine slopes to the SE. ,33,,,,390,"2927,2928,2929,2941,2942,2943",397,06/28/2011,,6,39,2607,2607,,,Yes,,Yes,0,Yes,4,,06/29/2011,16,4102,,,,,135,135,,135,396,,,397,06/23/2011,,2,29,40,,2011,4148,2943,Feature,318,,58,11-40,,,,,Betty Jo Mayeske,2011,Mark Zimmerman,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,counter 2913 to the SW,,,4152,4152,,2944.gif,"In the N corner of NE wall is a rectangular niche on a vertical axis.  Probably used to accommodate a wooden cupboard.  As extent, there is no sign of plaster or decoration.",34,,,,390,2944,426,06/28/2011,,6,76,2608,2608,,,Yes,,Yes,0,Yes,4,,06/29/2011,16,4102,,,,,219,219,,219,396,,,426,06/23/2011,,2,40,17,,2011,4148,2944,Feature,318,,58,11-65,,,,,Bob Curtis,2011,Karen Ferguson,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,fish pond 2937 to W,,,4152,4152,,2945.gif,"There are alternating semicircular and rectangular bays (alcoves) ten in all ""which contained raised planting beds.  The semicircular bays were covered with pumice and each had a band of Egyptian blue along the sides and top.  The central bay had four bands of Egyptian blue.""(p87) The location of these bays overlooks the fishponds; they all directly face the marble summer triclinium.  The area of the bays is shaded by an elaborate pergola (in 2011) laden with green grapes.  I think these bays could have been used by large or small dining groups.  One person could lie down, or two people could sit and be served with a portable table.The five rectangular bays show no pumice or Egyptian blue tessera.  They are all stripped and are being prepared for redecoration.  The fifth bay from the N aligns with the marble summer triclinium.  This is the ""central bay"" to which Jashemski refers.",33,,,,390,"2945, 2936, 2937",405,06/28/2011,,6,74,2609,2609,,,Yes,,Yes,0,Yes,4,,08/17/2012,16,4102,,1,,,220,220,,220,396,,,405,06/23/2011,,2,3,16,,2011,4148,2945,Feature,318,,58,11-68,,,,,Betty Jo Mayeske,2011,Carolyn Zimmerman,2011
2011,Mary Meier,2011,Betty Jo Mayeske,,,,,,,,4,,Peristyle garden 3 to NW,,,4152,4152,,2946.gif,"Excavations in 1951-52 were unpublished but Jashemski refers to soil contours of rectangular planting beds.  Maiuri suggests that cabbage was grown here.  Jashemski also refers to four basins and a cistern.Large rectangular garden area occupies the south and east of the insula enclosing the property.  The baths are to the west and north.  The walls are extensively restored.  In the center of the southeast wall there is a gate to the amphitheater.  The exterior wall of the atrium complex 18 has extensive traces of Pompeian first style.  Two doorways open to the garden peristyle.  The western door has a threshold with three steps and the eastern has two restored side walls of which only the lower course is preserved.  Immediately south is a large, poorly preserved masonry platform.  The eastern quarter of the platform contains an inserted rectangular basin.  No traces of interior lining survive (one of the basins referred to by Jashemski?)  Immediately NE is a modern cover of the Fontina aqueduct.  Against the N wall to the S of the bath latrine, is a circular cistern surmounted by a lead water pipe.  To the east of the latrine there is the rectangular masonry base of a water basin.  Traces of plaster survive on the internal and external surfaces.  The south external wall of the atrium complex 18 contains joist holes.  Their purpose is unclear.  Two ancient tree roots survive.  The modern garden is planted with pear, apple and pomegranate trees.",35,,,,390,2946,397,06/28/2011,,6,,2610,2610,,,Yes,,Yes,0,Yes,4,,08/17/2012,16,4102,,,,,,,,,383,,,397,06/23/2011,,2,52,39,,2011,4148,2946,Space,318,,58,,,,,,Ben Lowe,2011,Mark Zimmerman,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,NW to room 45,,,4152,4152,,2958.gif,"Small square room added in final phase into the large shop room 45.  Floor is obscured and N and W walls survive to only half height.  The E & S walls contains 2 square windows, both plastered and with modern lintels (Decoration or discoloration to plaster to window in E wall).  Doorway to Room 45 in N end of NW wall without threshold.  Plaster survives on all 4 walls, continuing the decorative scheme of room 45, with black lower register, and alternating red and yellow panels above.",35,,,,390,"2914, 2915, 2938",,06/28/2011,,6,,2611,2611,,,Yes,,Yes,0,Yes,4,,07/08/2011,16,4102,,,,,128,128,,28,396,,,,06/23/2011,,2,46,47,,2011,4148,2958,Space,318,,58,11-33,,,,,Ben Lowe,2011,,
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,Atrium 2 to the south.  Latrine 10 and preparation room 9 to the north.  Kitchen 54 to the east.,,,4152,4152,,6038.gif,"Dining room 5 opens to the north off atrium 2. This room is oriented southeast/northwest.  it shows a very large entrance leading into a rectangular space which is divided into 2 unequally-sized parts by a low wall running east-west direction for half of the length of the room.  It is not clear how the small space (B) at the back could have been used, as it is not possible to define the original height of the dividing wall.  Was it low enough for supporting, for example, lamps or statuettes?  Or was it high so that two separate spaces were created?  The northeastern wall of the room doesn't run parallel to the opposite wall, since it is interrupted by a L-shaped wall against which the above-mentioned low wall rests.  The three preserved walls are approximately 1.8 meters high with some traces of reconstruction.  The floor today is covered with lapilli.  Traces of wall plaster are visible in the northern corner of the room and onto the northeastern corner of the L-shaped wall.  A square stone platform is placed on the northwestern side of space B (it's function is not certain).  A pile of broken terracotta bricks lays in the northwestern corner of the room next to the square stone.  ",36,,,,427,6038,395,06/27/2011,,7,,2612,2612,,,Yes,,Yes,0,Yes,1,,06/29/2011,3,4102,,,,,120,120,,16,400,,,395,06/22/2011,,6,5,34,,2011,4148,6038,Space,488,,58,,,,8,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,Vat 18 to the northwest.  Space 15 to the southwest and the street to the east.,,,4152,4152,,6039.gif,"Room 16 is entered from room 18 to the northwest.  On the threshold is a rectangular stone.  The small square room is delimited by a mostly collapsed wall to the northwest (wall that delimits the adjoining vat), two preserved walls to the north and northeast and a wall to the south which was probably pierced by a large window looking out onto space 15.  Large sections of red plaster are visible on the north and northeastern walls.  On the northeastern wall is a  medium-sized rectangular window on the top and traces of another window are also visible on the top of the northern wall.  The floor shows  a few traces of mosaic decoration (white tesserae on a pinkish background) close to the doorway.  The orientation of the room is northwest/southeast.",36,,,,427,6039-41,395,06/27/2011,,7,211,2613,2613,,,Yes,,Yes,0,Yes,1,,06/29/2011,3,4102,,,,,117,118,,20,400,,,395,06/22/2011,,6,16,41,,2011,4148,6039,Space,488,,58,,,,4,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,Corridor 20 to the west.  Processing room 16 to the south and room 19 to the north.,,,4152,4152,,6040.gif,Processing room 18 is entered from corridor 20 to the east.  The rectangular space is occupied by a vat at the back opposite the entrance.  The room is oriented southwest/northeast.,36,,,,427,6039-41,395,06/27/2011,,7,211,2614,2614,,,Yes,,Yes,0,Yes,1,,08/01/2011,3,4102,,,,,118,119,,19,400,,,395,06/22/2011,,6,18,41,,2011,4148,6040,Space,488,,58,,,,5,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,Space 18 to the west. Processing room 16 to the south.,,,4152,4152,,6041.gif,"The vat in processing room 18 is a very deep rectangular space delimited by mostly preserved walls to the north and northwest.  The western wall is preserved for 75 centimeters.  At the bottom, in the middle, is a semicircular  opening for drainage.  The interior walls of the vat are covered with cocciopesto.  At the bottom of the western wall and part of the adjoining northern wall and in the southeastern corner  the walls protrude inward.  Evidence of another drain is visible in the bottom of the eastern wall.  However, as the vat is hardly accessible because of its' depth, it is not possible to ascertain whether it is an ancient drain or a modern opening.  It is difficult to specify what could have been processed in this vat.",36,,,,427,6039-41,395,06/27/2011,,7,92,2615,2615,,,Yes,,Yes,0,Yes,1,,08/17/2012,3,4102,,,,,119,120,,19,400,,,395,06/22/2011,,6,18,41,,2011,4148,6041,Feature,488,,58,,,,19,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,Corridor 49 to the south and storeroom 24 to the southeast and cubiculum 23 to the east.  At the back of storeroom 22 to the north is atrium 27.,,,4152,4152,,6042.gif,"Store room 22 is entered from corridor 49 to the southeast.  It is a long, narrow space oriented southwest/northeast.  In the western corner is a low square platform with a raised edge to the east side.  This probably supported a flight of stairs leading up to the missing upper floor.  Space 22 under the supposed flight of stairs could have been used for storage.  Today a large rectangular block of stone occupies the whole width of the room in the middle.  This stone doesn't look like it belongs to the storeroom.  The walls are all preserved in their entire height.  Larger fragments of plaster (a few traces of faded red color) are evident along the northwestern wall.   The floor is covered with soil and lapilli and it is a little higher than the adjoining storeroom 24.",36,,,,427,6042,395,06/27/2011,,7,211,2616,2616,,,Yes,,Yes,0,Yes,1,,08/01/2011,3,4102,,,,,1150114,1160115,,2223,400,,,395,06/23/2011,,6,22,47,,2011,4148,6042,Space,488,,58,,,,1,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Betty Jo Mayeske,,,,,,,,1,,Storeroom 22 to the north. Cubiculum 23 to the northeast. Space 25 to the southeast and corridor 49 to the south.,,,4152,4152,,6043.gif,"Storeroom 24 is a very small square space delimited by continuous large rectangular and low blocks of stones along the northwestern and southeastern sides.  On the eastern side runs a wall which is approximately 40 centimeters high in the direction southeast/northwest.  On the southeastern side a wall, which is today preserved at height of two meters.  In the southern corner, where the southwestern wall and the southeastern wall are interrupted is an irregularly shaped stone block which forms the paving floor of the adjoining corridor 49 and steps down into the central space of storeroom 24.  Because of the badly preserved condition of the whole area, it is not possible to ascertain whether the room was entered from the southern corner as is possible today. The  floor shows evidence of paving stones.  The southwestern wall includes a group of terracotta tiles which runs along the whole height of the wall.  This row of tiles seems to appear like part of a frame of a larger opening. In fact, a farther row of terracotta tiles runs perpendicular to the previous one at approximately two meters high.  It is evident that a very large door opened onto the adjoining cubiculum 23, but it was blocked in at a later stage.",36,,,,427,6043,395,06/27/2011,,7,211,2617,2617,,,Yes,,Yes,0,Yes,1,,08/01/2011,3,4102,,,,,116,117,,21,383,,,395,06/23/2011,,6,24,47,,2011,4148,6043,Space,488,,58,,,,2,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,To the southwest of kitchen 54 and to the northwest of corridor 28.,,,4152,4152,,6044.gif,"The cooking platform rests against the southwestern wall of kitchen 54.  The preserved structure is approximately 40-50 centimeters high and shows an irregular shape.  In fact, while the southeast and southwest edges run parallel to the adjoining walls, the northeastern edge is slightly diagonal in relation to the corridor 28 leading into latrine 10 to the northwest.  The front edge to the northeast curves to form a convex shape.  The top of the cooking platform is covered with irregularly shaped terracotta tiles for almost the entire length of the structure.",36,,,,427,6049,395,06/27/2011,,7,88,2618,2618,,,Yes,,Yes,0,Yes,1,,07/05/2011,3,4102,,,,,112,113,,25,400,,,395,06/22/2011,,6,54,40,,2011,4148,6044,Feature,488,,58,,,,25,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,"""corridor"" 7 to the southeast, ""consider"" 28 to the northeast, store room 8 to the northwest.",,,4152,4152,,6045.gif,"Kitchen 54 is entered from corridor 28 to the northeast and corridor 7 to the southeast.  It's a small rectangular space which is mostly occupied by the cooking platform to northwest.  There is no evidence of a doorway both onto corridor 28 and corridor 7.  It seems likely that what is numbered space 7 in the house plan are all referring to is part of the kitchen 54,  which would have been entered from the eastern corner of corridor 49.",36,,,,427,6044-47,395,06/28/2011,,7,211,2619,2619,,,Yes,,Yes,0,Yes,1,,07/05/2011,3,4102,,,,,113,114,,24,400,,,395,06/23/2011,,6,54,40,,2011,4148,6045,Space,488,,58,,,,14,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,Corridor 28 (with the adjoining kitchen 54) to the east/southeast.  Preparation room 9 to the southwest and space 38 - triclinium 37 to the northeast.  To the northwest is building 6-1-4.,,,4152,4152,,6046.gif,"Preparation room 8 is a small rectangular room oriented northeast/southwest.  It is entered from corridor 28 to the southeast.  the floor is covered with lapilli and overgrown vegetation.  The walls to the southeast, northwest and southwest are preserved for almost 2 meters.  The northeastern wall shows a few traces of plaster.  the southeastern side of the doorway is framed by about a 70 centimeters high wall.  Because of its small size next to the kitchen, the room could have been used for food preparation.",36,,,,427,6044-6047,395,06/28/2011,,7,211,2620,2620,,,Yes,,Yes,0,Yes,1,,07/05/2011,3,4102,,,,,111,112,,26,400,,,395,06/23/2011,,6,8,42,,2011,4148,6046,Space,488,,58,,,,13,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,Corridor 28 (with the adjoining kitchen 54) to the east/southeast.  Preparation room 8 to the northeast and latrine 10 to the southwest.,,,4152,4152,,6047.gif,"Room 9 is a larger rectangular space oriented southwest/northeast.  on the threshold of the entrance to the southeast is a block of gray stone which look like volcanic origin.  This block which is about 20 centimeters high steps down onto the adjoining corridor 28.  The walls to the southwest, northwest, and southeast are well-preserved and about 1.70 meters high.  The northeastern wall is about 30 centimeters ? than the other 3 walls.  In the southeastern corner about 2 meters high a pilaster frames a doorway of the connecting preparation rooms 8 and 9.  The floor is covered with lapilli and overgrown vegetation.",36,,,,427,6044-6047,395,06/28/2011,,7,211,2621,2621,,,Yes,,Yes,0,Yes,1,,07/05/2011,3,4102,,,,,232,232,,8,400,,,395,06/23/2011,,6,9,42,,2011,4148,6047,Space,488,,58,,,,11,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Mary Meier,2011,Sherry Williams,,,,,,,,4,,Room 12 and room 7 plus room 4 to the northwest.,,,4152,4152,,2960.gif,"The garden takes up the entire southeast of the property.  One enters the garden from the northwest through room 7.  The shape of the garden is roughly square although in the north corner it extends along the north east side of the house for a short distance.  On the northeast wall is a large aediculate lararium, in front of which is a small altar.In the northwest corner is a small rectangular pool whose axis is east/west.  The garden is surrounded on all sides by a tall wall.  The interior of this wall and the exterior of the southeast wall of the house is stuccoed and painted.  A small portion of which is still extant in the northwest corner.  On the exterior of the southeast wall of the house is a low masonry bench running parallel to the southeast wall from its northeast end.  Just before it reaches the southwest end it stops.  The rest of the distance to the doorway of room 7 was taken up by a small dolium.  To the southwest of the doorway inside the garden, sitting on a masonry base, bordered with stone is a large dolium.  to the southwest of the dolium is a doorway opening to the northwest to room 4.  From the doorway to room 7 toward the southeast into the garden was a paved walkway about a quarter of the way into the garden, to the southwest of the walkway is the remains of a column base.  If there were a matching column to the north, it is no longer extant.Paralleling the southeast wall of the house is a stone walkway.  On its southwest and northeast ends the walkway turns 90 degrees to the southeast.  The walkway on the southwest end parallels the northwest wall until it reaches to the south east wall.  There appears to have been two rooms, one behind the other in the southwest corner.  In the rooms only a small portion remains.  The walkway on the northeast end runs southeast until it reaches the southeast end of the masonry triclinium where it turns at 90 degree to the southwest and extends to where it meets the central walkway.",34,,,,390,2960-2-2A-2B-3-3A-3B,425,06/28/2011,,6,211,2622,2622,,,Yes,,Yes,0,Yes,8,,08/17/2012,24,4102,,,,,303,303,,4,418,,,425,06/27/2011,,2,13,34,,2011,4148,2960,Space,337,,58,,,,125,,Bob Curtis,2011,Linda Baxter,2011
2011,Mary Meier,2011,Sherry Williams,,,,,,,,4,,Garden 13 to the southeast.,,,4152,4152,,2961.gif,"One approaches the triclinium from the southwest by way of corridor 6.  The entrance to the room itself is from the north corner from corridor 6.  The dining room is rectangular in shape, on the southwest/northeast axis.  The floor is a beaten concrete fragments of white and blue marble randomly dispersed.  The room was stuccoed and painted as extant along the bottom of the southeast wall.  it appears to show some sort of vegetation.  in the center of the southeast wall is a large window looking onto garden number 13.  the heights of the walls are indeterminate.  If there was a window in the northeast wall, it's no longer extant.",34,,,,390,2961,425,06/28/2011,,6,211,2623,2623,,,Yes,,Yes,0,Yes,8,,08/17/2012,24,4102,,,,,234,234,,36,418,,,425,06/27/2011,,2,12,34,,2011,4148,2961,Space,337,,58,,,,123,,Bob Curtis,2011,Linda Baxter,2011
2011,Mary Meier,2011,Sherry Williams,,,,,,,,4,,Triclinium 2963 to the west,,,4152,4152,,2962.gif,"The altar is constructed of stone and is rectangular.  Behind we see and aediculum large shrine attached to the garden wall.  It has 4 large roof tiles with a triangular pediment below.  the pediment shows white plastering.  This shrine has a column in each corner.  To the side of the opening there is brickwork.  The wall is opened behind the columns.  There are shelves on both sides of the post and lintel entrance to the shrine.  The back of the shrine shows white plaster.  Near the shrine was a marble statuette of Hercules and two terracotta votive offerings - a slender female, winged figure and a small, draped figure with traces of red on the drapery.",33,,,,390,2960-2-2A-2B-3-3A-3B,424,06/28/2011,,6,54,2624,2624,,,Yes,,Yes,0,Yes,8,,08/17/2012,24,4102,,,,,235,235,,37,418,,,424,06/27/2011,,2,13,16,,2011,4148,2962,Feature,337,,58,,,,126,,Betty Jo Mayeske,2011,Ann Perinchief,2011
2011,Mary Meier,2011,Sherry Williams,,,,,,,,4,,altar (2962) to the east,,,4152,4152,,2963.gif,"There are two ways into the garden with paved paths.   The dining area is on a cement platform, sloped to the sides so water could flow off for cleaning.  (1, medius 4.40m; imus 4.00m; summus 3.80 m, table between the couches 1.00x1.67 m)The south end of the rectangular table has a semicircular cutoff at the south end.  the south end of the triclinium shows a pattern of natural stone with white, square shaped tessera.  Nearby Jashemski reports the findings of a human skeleton, five gold coins, two gold finger rings, a strigil and seven medical instruments.  To the Southeast of the dining triclinium is a place for a hearth.  It has 3 stone sides and is paved in the center.  Today there is a splendid pergola shading the dining area.  Holes for timber were apparent.",33,,,,390,2960-2-2A-2B-3-3A-3B,424,06/28/2011,,6,75,2625,2625,,,Yes,,Yes,0,Yes,8,,08/17/2012,24,4102,,,,,302,302,,3,418,,,424,06/27/2011,,2,13,16,,2011,4148,2963,Feature,337,,58,,,,128,,Betty Jo Mayeske,2011,Ann Perinchief,2011
2011,Priscilla Byrne,2011,Ricardo Santiago,,,,,,,,4,,,,,4152,4152,,2893.gif,"Broken catillus, no visible Meta.  Two broken halves of a hand mill were found in Rooms 8 & 10.",35,,,,410,"2892,2893",426,05/20/2011,,6,82,2626,2626,,,Yes,,Yes,0,Yes,7,,08/17/2012,43,4102,,,,,108,108,,8,396,,,426,06/21/2011,,8,12,41,,2011,4148,2893,Feature,,,58,,,,68,,Ben Lowe,2011,Karen Ferguson,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,"Triclinium, masonry (2890) to Northwest.",,,4152,4152,,2894.gif,Near the imus of triclinium is a smashed dolium half.,33,,,,390,"2889,90,94",418,06/21/2011,,6,77,2627,2627,,,Yes,,Yes,0,Yes,7,,08/17/2012,43,4102,,,,,106,106,,6,396,,,418,06/21/2011,,8,16,16,,2011,4148,2894,Feature,,,58,,,,63,,Betty Jo Mayeske,2011,Sherry Williams,2011
,,,,,,,,,,,4,,,,,4152,4152,,2895.gif,On South side of triclinium we can no longer see a shallow basin which collected rainwater from the couch of triclinium.,33,,,,,None Required,418,06/21/2011,,6,21,2628,2628,,,Yes,,Yes,0,Yes,7,,06/29/2011,43,4102,,,,1,,,None Required,,,,,418,06/21/2011,,8,16,16,,2011,4148,2895,Feature,,,58,,,None Required,,,Betty Jo Mayeske,2011,Sherry Williams,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,Room 14 is the SW.,,,4152,4152,,2892.gif,"Rectangular room, NW/SE axis.  Floor obscured by lapilli and vegetation, especially at the SE end.  No decoration.  Undecorated cement restoration on SE wall.  Wide doorway at West end of the SW wall.  No threshold visible.  Catillus (2893) in N end of the room. The base and a neck rim of amphorae were found in the floor of the room, no in situ, dressel 2/4 rim.",35,,,,390,"2892,2893",426,06/21/2011,,6,211,2629,2629,,,Yes,,Yes,0,Yes,7,,06/29/2011,43,4102,,,,,107,107,,7,396,,,426,06/21/2011,,8,12,41,,2011,4148,2892,Space,,,58,,,,67,,Ben Lowe,2011,Karen Ferguson,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,"Room 2 is contiguous with Room 1 to the south, Room 5 to the southeast and in the west of Room 6.",,,4152,4152,,6031.gif,"A dining room with entrance in the West wall in the southwest corner.  There are two niches in this room (6032 and 6033).  The north wall has red and yellow plaster surviving a the bottom and a band of stucco work at the top of the wall.  The east wall has a large niche (6032) cut into the wall in the north east corner running to the south.  The doorway in the east wall has a threshold in place with  pivot marks and a stop join surviving;  it is of volcanic stone.  In the southeast corner of the east wall , red plaster survives.  The south wall is plastered with red plaster but has suffered a collapse.   The west wall has suffered a severe collapse but in the northwest corner is a niche (6033).  Small traces of plaster remain in the south end of the niche.  The floor is covered with lapilli.  There are signs of modern conservation in the pointing of the walls.",37,,,,427,"6030,30A",415,06/21/2011,,11,211,2630,2630,,,Yes,,Yes,0,Yes,2,,06/29/2011,3,4102,,,,,129,129,,8,400,,,415,06/21/2011,,6,2,34,,2011,4148,6031,Space,518,,58,,,,08,,Sera Baker,2011,Alan Whitmore,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,,,,4152,4152,,6032.gif,The niche is a rectangular niche cut into the east wall.  The niche has been inserted later into the structure and the construction of the niche has reused roof tegulae.  A relieving arch has b een put in the wall to take the stress of the wall above the niche.  Red plaster survives at the bottom of the north and south end of the niche.  Most of the plaster is gone.,37,,,,427,"6031,32",415,06/21/2011,,11,70,2631,2631,,,Yes,,Yes,0,Yes,2,,06/29/2011,3,4102,,,,,128,128,,9,400,,,415,06/21/2011,,6,2,34,,2011,4148,6032,Feature,,,58,,,,09,,Sera Baker,2011,Alan Whitmore,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,,,,4152,4152,,6033.gif,The niche is a rectangular niche in the northeast corner of the room.  A small amount of red and white plaster survives a the bottom of the southwest corner of the niche.,37,,,,427,"6031,32",415,06/21/2011,,11,70,2632,2632,,,Yes,,Yes,0,Yes,2,,06/29/2011,3,4102,,,,,127,127,,10,400,,,415,06/21/2011,,6,2,34,,2011,4148,6033,Feature,,,58,,,,08,,Sera Baker,2011,Alan Whitmore,2011
,,2011,Rob Brown,,,,,,,,1,,"Atrium 4 to the southwest, tablinum 6 to the southeast, space 8 to the northeast.",,,4152,4152,,6034.gif,Use existing description.,36,,,,,Use Existing Drawing,395,06/21/2011,,12,211,2633,2633,,,Yes,,Yes,0,Yes,2,,08/17/2012,3,4102,,,,,126,126,,11,400,,,395,06/21/2011,,6,5,34,,2011,4148,6034,Space,,,58,,,,11,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,Kitchen 10 adjoins room 9 to the southwest and garden area to the south.,,,4152,4152,,6035.gif,Use existing description.,36,,,,427,"6035,36",395,06/21/2011,,12,211,2634,2634,,,Yes,,Yes,0,Yes,2,,06/29/2011,3,4102,,,,,125,125,,12,400,,,395,06/21/2011,,6,10,40,,2011,4148,6035,Space,,,58,,,,12,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Priscilla Byrne,2011,Ricardo Santiago,,,,,,,,4,,Corridor (14) to the southeast.,,,4152,4152,,2902.gif,"One enters the room through a doorway in the south corner.  A low wall abutting against the southeast wall running southeast to northwest separates  the front part of the room from the cooking platform.  One approaches the cooking platform through a break in the low wall at the southwest end.  As extant the walls show little sign of plaster, primarily at the base of the northeast wall.  No evidence of decoration remains.  The floor and the height of the walls are indeterminate.",34,,,,410,2902,413,06/22/2011,,11,211,2635,2635,,,Yes,,Yes,0,Yes,7,,06/29/2011,43,4102,,,,,113,113,,13,396,,,413,06/22/2011,,8,17,40,,2011,4148,2902,Space,,,58,,,,16,,Bob Curtis,2011,Sandra Hurt,2011
2011,Priscilla Byrne,2011,Ricardo Santiago,,,,,,,,4,,,,,4152,4152,,2903.gif,"The cooking platform is against the southeast wall of the kitchen and runs northeast/southwest.  The surface of the platform on its northeast as extant was made up of a single roof tile.  The southwest surface is not extant, but may have been another roof tile.  Beneath the northeast roof tile is a storage area.  The cooking platform, including the storage area, rests upon the foundation that rises about a foot above floor level.",34,,,,410,2903,413,06/22/2011,,11,88,2636,2636,,,Yes,,Yes,0,Yes,7,,06/29/2011,43,4102,,,,,112,112,,12,396,,,413,06/22/2011,,8,17,40,,2011,4148,2903,Feature,,,58,,,,17,,Bob Curtis,2011,Sandra Hurt,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,"Room 6 to  the south.  Long, narrow space 7 to the North.  Atrium 4 to the east.",,,4152,4152,,6037.gif,Not required.,36,,,,427,6037,395,06/22/2011,,13,211,2637,2637,,,Yes,,Yes,0,Yes,2,,06/29/2011,3,4102,,,,,122,122,,15,400,,,395,06/22/2011,,6,25,34,,2011,4148,6037,Space,,,58,,,,14,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,Corridor 2 is to the north.,,,4152,4152,,2908.gif,"A rectangular room, northwest/southeast axis.  Large opening doorway looking northeast.  No visible threshold.  Low masonry base of fully preserved wall (?) at the east end of northeast wall.  Doorway at the north end of the northwest wall opens to corridor  3.  DPM plan and Eschebach plan does not have a doorway in the northeast wall.  No visible facing to the walls.  Floor level is raised above that of rooms to northeast.  Garden to the west is above the floor level of this room.  The floor is obscured by the earth, vegetation, and debris.",35,,,,390,"2908, 2910",413,06/22/2011,,14,211,2638,2638,,,Yes,,Yes,0,Yes,7,,06/29/2011,40,4102,,,,,118,118,,18,396,,,413,06/22/2011,,8,4,34,,2011,4148,2908,Space,,,58,,,,23,,Ben Lowe,2011,Sandra Hurt,2011
